0,-0.0112915,-0.00274658,-0.00366211,0.00305176
0.006,-0.00732422,-0.00488281,0.00183105,0.00549316
0.012,-0.00732422,-0.00457764,-0.00488281,0.00579834
0.018,-0.00366211,-0.000915527,-0.00366211,0.00579834
0.024,0.0012207,-0.00396729,-0.000610352,0.00762939
0.03,-0.00244141,-0.00488281,-0.00152588,0.00915527
0.036,-0.00915527,-0.00244141,0.00488281,0.00823975
0.042,-0.00671387,-0.00793457,-0.000305176,0.00854492
0.048,-0.00762939,-0.00305176,0,0.00335693
0.054,-0.00610352,-0.000915527,-0.00183105,0.00335693
0.06,-0.010376,0.00335693,-0.00366211,0.00610352
0.066,-0.00823975,-0.00396729,-0.00457764,0.00854492
0.072,0.00305176,-0.00701904,0.00213623,0.00488281
0.078,-0.00274658,-0.000915527,0,0.00762939
0.084,-0.00793457,-0.00183105,-0.00274658,0.0140381
0.09,-0.00427246,-0.00976563,0.00457764,0.00915527
0.096,-0.00854492,-0.00335693,-0.000305176,0.0119019
0.102,-0.00640869,0.000305176,-0.00183105,0.0131226
0.108,-0.00732422,0.00152588,-0.000915527,0.0088501
0.114,-0.00762939,-0.00518799,0,-0.00366211
0.12,-0.00701904,-0.00244141,0.000915527,-0.00335693
0.126,-0.00366211,-0.00213623,-0.00335693,0.000305176
0.132,-0.00335693,-0.00518799,-0.00274658,0.0115967
0.138,-0.00610352,-0.00701904,-0.00366211,0.0228882
0.144,-0.00762939,-0.00366211,-0.00366211,0.0189209
0.15,0.00244141,-0.00244141,-0.000915527,0.0137329
0.156,-0.0088501,-0.00213623,-0.00366211,0.00701904
0.162,-0.00671387,-0.00457764,-0.00640869,0.00274658
0.168,-0.00915527,-0.00213623,-0.00183105,0.000915527
0.174,-0.0134277,-0.00823975,0.000610352,0.00335693
0.18,-0.00701904,0.000305176,-0.00427246,0.00335693
0.186,-0.00640869,-0.000915527,0.000610352,0.00518799
0.192,-0.00793457,-0.00457764,0.00366211,0.00854492
0.198,-0.00213623,-0.00549316,0.00335693,0.00701904
0.204,-0.00274658,-0.00518799,-0.00579834,0.00671387
0.21,-0.00274658,-0.00366211,-0.00701904,0.00976563
0.216,-0.00732422,-0.00335693,-0.00335693,0.00976563
0.222,-0.00823975,-0.00457764,-0.00427246,0.00640869
0.228,-0.00549316,-0.00579834,-0.00244141,0.00427246
0.234,-0.00976563,-0.00152588,-0.00640869,0.00549316
0.24,-0.00671387,-0.0012207,-0.000610352,0.00701904
0.246,-0.00488281,-0.00335693,-0.00305176,0.0115967
0.252,-0.00457764,-0.00579834,0.00213623,0.00854492
0.258,-0.00488281,-0.000305176,0,0.0109863
0.264,-0.00396729,-0.00457764,0,0.00579834
0.27,-0.00244141,-0.00427246,-0.000305176,0.00946045
0.276,-0.00427246,-0.00366211,-0.00488281,0.00579834
0.282,-0.00274658,-0.00518799,-0.00457764,0.00457764
0.288,-0.000915527,-0.00274658,-0.00396729,0.00518799
0.294,-0.00946045,-0.00244141,0.00305176,0.00701904
0.3,-0.00640869,-0.000610352,-0.000915527,0.00457764
0.306,-0.00366211,-0.00732422,0.00183105,0.0106812
0.312,-0.00305176,-0.00549316,-0.0012207,0.00946045
0.318,-0.00335693,-0.00335693,-0.0012207,0.00915527
0.324,-0.0109863,-0.00457764,-0.0012207,0.00396729
0.33,-0.00305176,-0.000915527,-0.00152588,0.00701904
0.336,-0.00793457,-0.0088501,0.00183105,0.00915527
0.342,-0.000915527,-0.0012207,0.00183105,0.00671387
