"Time","imus"
0.582,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.588,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.594,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.6,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.606,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.612,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.618,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.624,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.63,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.636,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.642,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.648,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.654,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.66,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.666,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.672,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.678,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.684,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.69,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
0.696,74.9799,2.8592,73.6172,-39.6313,32.1972,-80.9153,9.0562,30.7787,0.25576,0.039738,-0.008805,0.96588,0.81754,0.45671,0.15811,-0.31311,0.30226,-0.017988,0.077126,-0.94993
