"Time","mmgs"
3.696,1.21094
3.702,1.20789
3.708,1.24023
3.714,1.23535
3.72,1.25
3.726,1.23169
3.732,1.21735
3.738,1.22284
3.744,1.23108
3.75,1.23505
3.756,1.24969
3.762,1.2442
3.768,1.22711
3.774,1.20728
3.78,1.2146
3.786,1.22894
3.792,1.25458
3.798,1.24939
3.804,1.24817
3.81,1.22101
3.816,1.21765
3.822,1.21582
3.828,1.23779
3.834,1.25427
3.84,1.23779
3.846,1.23535
3.852,1.2384
3.858,1.23322
3.864,1.21094
3.87,1.22772
3.876,1.23291
3.882,1.23535
3.888,1.23047
3.894,1.21735
3.9,1.21918
3.906,1.22772
3.912,1.22742
3.918,1.24237
3.924,1.23505
3.93,1.22742
3.936,1.21887
3.942,1.22772
3.948,1.22986
3.954,1.2323
3.96,1.23627
3.966,1.2323
3.972,1.24756
3.978,1.22559
3.984,1.22192
3.99,1.22772
3.996,1.25458
4.002,1.2442
4.008,1.24268
4.014,1.21979
4.02,1.23535
4.026,1.2149
4.032,1.22498
4.038,1.23932
4.044,1.24451
4.05,1.22955
4.056,1.20972
4.062,1.21399
4.068,1.21613
4.074,1.22894
4.08,1.22864
4.086,1.23535
4.092,1.24756
4.098,1.23383
4.104,1.2326
4.11,1.22803
4.116,1.21552
4.122,1.24512
4.128,1.22803
4.134,1.2265
4.14,1.22375
4.146,1.20331
4.152,1.21948
4.158,1.21368
4.164,1.2619
4.17,1.21887
4.176,1.19812
4.182,1.22314
4.188,1.2207
4.194,1.23413
4.2,1.2442
4.206,1.24023
4.212,1.21765
4.218,1.21216
4.224,1.20026
4.23,1.21338
4.236,1.21307
4.242,1.24237
4.248,1.24847
4.254,1.21735
4.26,1.22345
4.266,1.21063
4.272,1.22986
4.278,1.22955
4.284,1.22833
4.29,1.24542
4.296,1.21857
4.302,1.2207
4.308,1.22955
4.314,1.21185
4.32,1.2558
4.326,1.24359
4.332,1.23718
4.338,1.23383
4.344,1.20941
4.35,1.20575
4.356,1.23352
4.362,1.24115
4.368,1.2381
4.374,1.23322
4.38,1.22955
4.386,1.21735
4.392,1.20728
4.398,1.24268
4.404,1.21857
4.41,1.26373
4.416,1.21918
4.422,1.21674
4.428,1.22528
4.434,1.21887
4.44,1.23871
4.446,1.19598
4.452,1.24847
4.458,1.22162
4.464,1.23352
4.47,1.21521
4.476,1.21796
4.482,1.20697
4.488,1.26862
4.494,1.21155
4.5,1.26312
4.506,1.21735
4.512,1.21857
4.518,1.24329
4.524,1.23993
4.53,1.24847
4.536,1.25702
4.542,1.21643
4.548,1.21552
4.554,1.23413
4.56,1.24817
4.566,1.23169
4.572,1.24359
4.578,1.21368
4.584,1.21094
4.59,1.21948
4.596,1.21887
4.602,1.22894
4.608,1.20789
4.614,1.23169
4.62,1.20758
4.626,1.22711
4.632,1.22559
4.638,1.20392
4.644,1.23871
4.65,1.25824
4.656,1.24176
4.662,1.21613
4.668,1.20331
4.674,1.21399
4.68,1.26282
4.686,1.22009
4.692,1.24207
4.698,1.19934
4.704,1.24054
4.71,1.23474
4.716,1.24054
4.722,1.24573
4.728,1.20941
4.734,1.21918
4.74,1.22589
4.746,1.21063
4.752,1.2558
4.758,1.20392
4.764,1.20422
4.77,1.23505
4.776,1.23505
4.782,1.22864
4.788,1.21948
4.794,1.19904
4.8,1.19995
4.806,1.21124
4.812,1.22955
4.818,1.27563
4.824,1.21887
4.83,1.22864
4.836,1.19415
4.842,1.27136
4.848,1.2381
4.854,1.25458
4.86,1.21674
4.866,1.21948
4.872,1.2265
4.878,1.22742
4.884,1.22986
4.89,1.25397
4.896,1.25153
4.902,1.18652
4.908,1.22528
4.914,1.21002
4.92,1.19049
4.926,1.26923
4.932,1.22589
4.938,1.22772
4.944,1.23505
4.95,1.19049
4.956,1.22101
4.962,1.22955
4.968,1.20697
4.974,1.24115
4.98,1.21582
4.986,1.23627
4.992,1.24359
4.998,1.2088
5.004,1.24512
5.01,1.22559
5.016,1.26709
5.022,1.22162
5.028,1.24695
5.034,1.2265
5.04,1.21704
5.046,1.22284
5.052,1.25366
5.058,1.2326
5.064,1.22803
5.07,1.21674
5.076,1.2207
5.082,1.22589
5.088,1.23627
5.094,1.22467
5.1,1.23474
5.106,1.22528
5.112,1.21033
5.118,1.19629
5.124,1.22314
5.13,1.23047
5.136,1.24207
5.142,1.23871
5.148,1.20422
5.154,1.22345
5.16,1.20972
5.166,1.24573
5.172,1.24176
5.178,1.2558
5.184,1.24146
5.19,1.22589
5.196,1.21704
5.202,1.24207
5.208,1.23901
5.214,1.23383
5.22,1.25
5.226,1.22894
5.232,1.20819
5.238,1.22437
5.244,1.21246
5.25,1.23474
5.256,1.22528
5.262,1.2262
5.268,1.21613
5.274,1.21155
5.28,1.21796
5.286,1.20911
5.292,1.23169
5.298,1.2439
5.304,1.24786
5.31,1.21368
5.316,1.1972
5.322,1.21735
5.328,1.2439
5.334,1.2326
5.34,1.23352
5.346,1.23596
5.352,1.21277
5.358,1.22406
5.364,1.24359
5.37,1.24664
5.376,1.24756
5.382,1.23352
5.388,1.22467
5.394,1.20819
5.4,1.20758
5.406,1.24329
5.412,1.24664
5.418,1.22467
5.424,1.22742
5.43,1.21979
5.436,1.21796
5.442,1.22406
5.448,1.21857
5.454,1.22101
5.46,1.22345
5.466,1.21277
5.472,1.21826
