"Time","emgs"
0.558,0.00152588,-0.00274658,0.00518799,0.00915527
0.564,-0.0109863,-0.00152588,-0.00671387,0.00488281
0.57,-0.00915527,-0.00518799,0.00305176,0.00640869
0.576,-0.0100708,-0.00274658,0.00549316,0.00640869
0.582,-0.00244141,-0.00305176,-0.0143433,0.00335693
0.588,0.00823975,-0.00335693,0.00152588,0.0125122
0.594,-0.00518799,-0.000610352,-0.00274658,0.0186157
0.6,-0.0189209,-0.00366211,-0.00183105,-0.00518799
0.606,-0.0259399,-0.00183105,-0.000915527,-0.0192261
0.612,0.00427246,-0.00488281,-0.00152588,0.00152588
0.618,0.00305176,-0.00518799,-0.00152588,0.0152588
0.624,-0.00335693,-0.00396729,-0.00640869,0.00762939
0.63,-0.0088501,-0.000915527,0.00152588,0.0161743
0.636,-0.0152588,0.00152588,0.0012207,0.0128174
0.642,0.00335693,-0.00488281,-0.00823975,0.00915527
0.648,0,-0.0012207,-0.000610352,0.00366211
0.654,-0.00427246,-0.00305176,-0.000610352,0.00610352
0.66,-0.00823975,-0.00396729,0.0012207,0.00457764
0.666,-0.00518799,-0.00183105,0.000610352,0.00823975
0.672,-0.00946045,-0.00366211,-0.00701904,0.0088501
0.678,-0.000610352,-0.00671387,-0.00946045,0.00946045
0.684,0.00396729,-0.00213623,0.00793457,0.00671387
0.69,-0.00915527,-0.00366211,-0.012207,0.000610352
0.696,-0.0158691,-0.00549316,-0.00701904,0.012207
0.702,0.00152588,-0.00305176,-0.00518799,0.000610352
0.708,0.0149536,-0.00305176,0.00305176,0.00640869
0.714,-0.0161743,-0.000610352,-0.00732422,0.0112915
0.72,-0.0241089,-0.000915527,0.000305176,0.00610352
0.726,0.000610352,-0.00335693,0.000305176,0.00305176
0.732,-0.00518799,-0.00671387,0.00213623,0.0170898
0.738,-0.00640869,-0.00396729,-0.00427246,0.0100708
0.744,-0.00335693,-0.00579834,-0.000610352,0.0109863
0.75,-0.00915527,-0.00152588,0.0088501,0.0109863
0.756,-0.00915527,-0.00274658,-0.00610352,0.0106812
0.762,-0.00946045,-0.00518799,-0.00274658,0.00610352
0.768,-0.0088501,-0.00671387,0.00213623,0.00518799
0.774,-0.0125122,-0.00671387,0.00183105,0.0180054
0.78,0.000610352,-0.0012207,-0.00518799,0.00854492
0.786,-0.00366211,-0.0012207,-0.00213623,-0.00549316
0.792,-0.00732422,-0.00213623,0.00640869,-0.0012207
0.798,-0.00579834,-0.00183105,-0.00244141,0.00488281
0.804,-0.00274658,-0.00488281,0.00152588,0.0198364
0.81,-0.00793457,-0.00427246,-0.000610352,0.0100708
0.816,-0.0125122,-0.00579834,0.00366211,0.00640869
0.822,-0.00823975,-0.0012207,-0.00427246,0.0100708
0.828,0.00213623,-0.00579834,-0.00244141,0.00610352
0.834,-0.015564,-0.00274658,-0.00427246,0.00823975
0.84,-0.00549316,-0.00701904,-0.0189209,0.0106812
0.846,0.0125122,-0.00640869,0.010376,0.00823975
0.852,-0.0204468,-0.00152588,0.00518799,0.00213623
0.858,-0.00640869,-0.00427246,-0.00274658,0.00823975
0.864,0.00335693,-0.00396729,-0.0143433,0.00518799
0.87,-0.000915527,-0.00244141,-0.00152588,0.00762939
0.876,-0.0131226,-0.00274658,0.00152588,0.0177002
0.882,-0.0146484,-0.000915527,-0.00213623,-0.000610352
0.888,-0.00671387,-0.00457764,0.0012207,-0.0109863
0.894,-0.0012207,-0.00274658,-0.00396729,0.00518799
0.9,-0.00457764,-0.00427246,-0.00152588,0.0125122
0.906,-0.00366211,0.000610352,0.0134277,0.0137329
0.912,-0.00213623,-0.00732422,-0.000915527,0.0210571
0.918,-0.0131226,-0.00366211,0,0.0125122
0.924,-0.00732422,-0.00457764,-0.00152588,-0.00488281
0.93,-0.00793457,-0.00488281,-0.00244141,-0.00213623
0.936,-0.00640869,-0.00366211,-0.00549316,0.00305176
0.942,-0.0131226,0,0.00305176,0.010376
0.948,-0.00396729,-0.00732422,-0.0115967,0.00396729
0.954,0.00366211,-0.00396729,-0.00854492,0.00518799
0.96,-0.0109863,-0.00152588,0.00244141,0.0100708
0.966,-0.0012207,-0.00244141,0.000610352,0.0161743
0.972,-0.00915527,-0.00518799,0.00518799,0.00671387
0.978,-0.00610352,-0.00488281,0,0
0.984,-0.010376,-0.00427246,-0.00610352,0.00366211
0.99,-0.0152588,-0.00366211,0.00244141,0.0137329
0.996,0.00518799,-0.00396729,-0.0112915,0.00915527
1.002,-0.00213623,-0.00640869,0.00305176,0.00793457
1.008,-0.0131226,-0.00335693,-0.00549316,0.00976563
1.014,-0.0161743,-0.00762939,-0.00213623,0.00946045
1.02,-0.00732422,-0.00183105,-0.000305176,0.00152588
1.026,-0.00183105,-0.00335693,0.00854492,0.0137329
1.032,-0.00762939,-0.00274658,-0.00183105,0.0231934
1.038,-0.00823975,-0.00518799,0.00366211,0.0146484
1.044,0.00183105,-0.00579834,-0.00335693,-0.00244141
1.05,-0.00762939,-0.00518799,-0.0152588,-0.0161743
1.056,-0.0137329,-0.00793457,-0.00427246,-0.0210571
1.062,-0.00854492,-0.0012207,0.00366211,-0.00762939
1.068,-0.00823975,-0.00457764,0.00244141,0.0100708
1.074,-0.000610352,-0.00244141,0.00793457,0.0448608
1.08,-0.00335693,-0.0012207,-0.0012207,0.0247192
1.086,-0.0137329,-0.00427246,-0.0119019,0.00549316
1.092,-0.00640869,-0.000305176,-0.00427246,0.0088501
1.098,-0.0128174,-0.0088501,0,0.00701904
1.104,-0.00152588,-0.00274658,0.00610352,0.00579834
1.11,-0.00366211,-0.00427246,-0.00549316,0.00518799
1.116,-0.00732422,-0.00183105,-0.00305176,0.00518799
1.122,-0.00915527,-0.00274658,-0.00244141,0.0100708
1.128,-0.00610352,-0.00579834,0.00305176,0.000915527
1.134,-0.000305176,0.000610352,0.00732422,0.00518799
