0,1.2439
0.006,1.24542
0.012,1.2204
0.018,1.21796
0.024,1.21246
0.03,1.21002
0.036,1.23718
0.042,1.2262
0.048,1.24054
0.054,1.24695
0.06,1.21277
0.066,1.22437
0.072,1.23047
0.078,1.2323
0.084,1.2265
0.09,1.23993
0.096,1.2326
0.102,1.24542
0.108,1.2439
0.114,1.23016
0.12,1.22467
0.126,1.22711
0.132,1.21277
0.138,1.24237
0.144,1.24603
0.15,1.23688
0.156,1.2262
0.162,1.21887
0.168,1.21735
0.174,1.21979
0.18,1.24542
0.186,1.23993
0.192,1.23444
0.198,1.22406
0.204,1.21643
0.21,1.20544
0.216,1.21124
0.222,1.20178
0.228,1.2149
0.234,1.22864
0.24,1.22772
0.246,1.21338
0.252,1.24664
0.258,1.2204
0.264,1.23871
0.27,1.22009
0.276,1.21948
0.282,1.24268
0.288,1.2384
0.294,1.23444
0.3,1.23596
0.306,1.22406
0.312,1.21704
0.318,1.21857
0.324,1.22711
0.33,1.21521
0.336,1.22192
0.342,1.22467
0.348,1.21735
0.354,1.2262
0.36,1.24207
0.366,1.23596
0.372,1.22589
0.378,1.22559
0.384,1.24207
0.39,1.22437
0.396,1.24542
0.402,1.22223
0.408,1.20941
0.414,1.21674
0.42,1.23077
0.426,1.23627
0.432,1.24847
0.438,1.22528
0.444,1.23138
0.45,1.21216
0.456,1.20514
0.462,1.21674
0.468,1.2384
0.474,1.24939
0.48,1.25244
0.486,1.24115
0.492,1.22925
0.498,1.2204
0.504,1.21918
0.51,1.22314
0.516,1.23596
0.522,1.24176
0.528,1.23779
0.534,1.22223
0.54,1.21246
0.546,1.20087
0.552,1.20422
0.558,1.23413
0.564,1.25153
0.57,1.23383
0.576,1.23413
0.582,1.21979
0.588,1.21948
0.594,1.21277
0.6,1.20178
0.606,1.23566
0.612,1.2439
0.618,1.22498
0.624,1.23749
0.63,1.21368
0.636,1.2149
0.642,1.24146
0.648,1.2204
0.654,1.24115
0.66,1.23566
0.666,1.21948
0.672,1.24664
0.678,1.21552
0.684,1.22894
0.69,1.21552
0.696,1.19537
0.702,1.2381
0.708,1.23169
0.714,1.22803
0.72,1.23291
0.726,1.2262
0.732,1.18256
0.738,1.30249
0.744,1.23352
0.75,1.21857
0.756,1.15936
0.762,1.30951
0.768,1.22803
0.774,1.23535
0.78,1.15936
0.786,1.18958
0.792,1.26953
0.798,1.28296
0.804,1.19598
0.81,1.21124
0.816,1.22223
0.822,1.24054
0.828,1.22437
0.834,1.23047
0.84,1.24054
0.846,1.23657
0.852,1.21613
0.858,1.22986
0.864,1.26617
0.87,1.23352
0.876,1.19507
0.882,1.203
0.888,1.21796
0.894,1.22284
0.9,1.26434
0.906,1.23779
0.912,1.22314
0.918,1.19751
0.924,1.20483
0.93,1.24756
0.936,1.23077
0.942,1.22894
0.948,1.23352
0.954,1.25549
0.96,1.25305
0.966,1.24237
0.972,1.22009
0.978,1.20667
0.984,1.22162
0.99,1.23932
0.996,1.23444
1.002,1.23627
1.008,1.22406
1.014,1.19293
1.02,1.20117
1.026,1.22711
1.032,1.22986
1.038,1.23352
1.044,1.25183
1.05,1.21674
1.056,1.22498
1.062,1.2265
1.068,1.22772
1.074,1.23901
1.08,1.22498
1.086,1.21826
1.092,1.23047
1.098,1.22284
1.104,1.21826
1.11,1.22131
1.116,1.20728
1.122,1.2085
1.128,1.22833
1.134,1.2384
1.14,1.24054
1.146,1.22192
1.152,1.22223
1.158,1.21277
1.164,1.23566
1.17,1.2381
1.176,1.23383
1.182,1.21857
1.188,1.22925
1.194,1.22345
1.2,1.22467
1.206,1.23199
1.212,1.22772
1.218,1.22559
1.224,1.22833
1.23,1.23047
1.236,1.22864
1.242,1.22467
1.248,1.21857
1.254,1.22009
1.26,1.25153
1.266,1.23688
1.272,1.23962
1.278,1.21552
1.284,1.21765
1.29,1.22833
1.296,1.21887
1.302,1.22711
1.308,1.21887
1.314,1.23077
1.32,1.23291
1.326,1.23138
1.332,1.22437
1.338,1.21613
1.344,1.22711
1.35,1.26404
1.356,1.23535
1.362,1.23749
1.368,1.22711
1.374,1.21674
1.38,1.22009
1.386,1.23077
1.392,1.24115
1.398,1.23932
1.404,1.22406
1.41,1.21918
1.416,1.21918
1.422,1.22101
1.428,1.21338
1.434,1.21643
1.44,1.23077
1.446,1.23199
1.452,1.23627
1.458,1.24329
1.464,1.22589
1.47,1.23016
1.476,1.21857
1.482,1.2027
1.488,1.23596
1.494,1.24146
1.5,1.23718
1.506,1.21857
1.512,1.23047
1.518,1.2085
1.524,1.20056
1.53,1.22498
1.536,1.22406
1.542,1.23077
1.548,1.25946
1.554,1.25
1.56,1.22894
1.566,1.23138
1.572,1.20056
1.578,1.21399
1.584,1.24359
1.59,1.24817
1.596,1.23444
1.602,1.23566
1.608,1.20605
1.614,1.2204
1.62,1.21552
1.626,1.24695
1.632,1.22833
1.638,1.24329
1.644,1.25366
1.65,1.22955
1.656,1.21857
1.662,1.22345
1.668,1.203
1.674,1.22406
1.68,1.23169
1.686,1.25153
1.692,1.23962
1.698,1.23077
1.704,1.2146
1.71,1.21155
1.716,1.21765
1.722,1.23871
1.728,1.22284
1.734,1.23444
1.74,1.23596
1.746,1.24359
