"Time","parameters"
1.068,45.5,1.6,1.6
1.074,45.5,1.6,1.6
1.08,45.5,1.6,1.6
1.086,45.5,1.6,1.6
1.092,45.5,1.6,1.6
1.098,45.5,1.6,1.6
1.104,45.5,1.6,1.6
1.11,45.5,1.6,1.6
1.116,45.5,1.6,1.6
1.122,45.5,1.6,1.6
1.128,45.5,1.6,1.6
1.134,45.5,1.6,1.6
1.14,45.5,1.6,1.6
1.146,45.5,1.6,1.6
1.152,45.5,1.6,1.6
1.158,45.5,1.6,1.6
1.164,45.5,1.6,1.6
1.17,45.5,1.6,1.6
1.176,45.5,1.6,1.6
1.182,45.5,1.6,1.6
1.188,45.5,1.6,1.6
1.194,45.5,1.6,1.6
1.2,45.5,1.6,1.6
1.206,45.5,1.6,1.6
1.212,45.5,1.6,1.6
1.218,45.5,1.6,1.6
1.224,45.5,1.6,1.6
1.23,45.5,1.6,1.6
1.236,45.5,1.6,1.6
1.242,45.5,1.6,1.6
1.248,45.5,1.6,1.6
1.254,45.5,1.6,1.6
1.26,45.5,1.6,1.6
1.266,45.5,1.6,1.6
1.272,45.5,1.6,1.6
1.278,45.5,1.6,1.6
1.284,45.5,1.6,1.6
1.29,45.5,1.6,1.6
1.296,45.5,1.6,1.6
1.302,45.5,1.6,1.6
1.308,45.5,1.6,1.6
1.314,45.5,1.6,1.6
1.32,45.5,1.6,1.6
1.326,45.5,1.6,1.6
1.332,45.5,1.6,1.6
1.338,45.5,1.6,1.6
1.344,45.5,1.6,1.6
1.35,45.5,1.6,1.6
1.356,45.5,1.6,1.6
1.362,45.5,1.6,1.6
1.368,45.5,1.6,1.6
1.374,45.5,1.6,1.6
1.38,45.5,1.6,1.6
1.386,45.5,1.6,1.6
1.392,45.5,1.6,1.6
1.398,45.5,1.6,1.6
1.404,45.5,1.6,1.6
1.41,45.5,1.6,1.6
1.416,45.5,1.6,1.6
1.422,45.5,1.6,1.6
1.428,45.5,1.6,1.6
1.434,45.5,1.6,1.6
1.44,45.5,1.6,1.6
1.446,45.5,1.6,1.6
1.452,45.5,1.6,1.6
1.458,45.5,1.6,1.6
1.464,45.5,1.6,1.6
1.47,45.5,1.6,1.6
1.476,45.5,1.6,1.6
1.482,45.5,1.6,1.6
1.488,45.5,1.6,1.6
1.494,45.5,1.6,1.6
1.5,45.5,1.6,1.6
1.506,45.5,1.6,1.6
1.512,45.5,1.6,1.6
1.518,45.5,1.6,1.6
1.524,45.5,1.6,1.6
1.53,45.5,1.6,1.6
1.536,45.5,1.6,1.6
1.542,45.5,1.6,1.6
1.548,45.5,1.6,1.6
1.554,45.5,1.6,1.6
1.56,45.5,1.6,1.6
1.566,45.5,1.6,1.6
1.572,45.5,1.6,1.6
1.578,45.5,1.6,1.6
1.584,45.5,1.6,1.6
1.59,45.5,1.6,1.6
1.596,45.5,1.6,1.6
1.602,45.5,1.6,1.6
1.608,45.5,1.6,1.6
1.614,45.5,1.6,1.6
1.62,45.5,1.6,1.6
1.626,45.5,1.6,1.6
1.632,45.5,1.6,1.6
1.638,45.5,1.6,1.6
1.644,45.5,1.6,1.6
1.65,45.5,1.6,1.6
1.656,45.5,1.6,1.6
1.662,45.5,1.6,1.6
1.668,45.5,1.6,1.6
1.674,45.5,1.6,1.6
1.68,45.5,1.6,1.6
1.686,45.5,1.6,1.6
1.692,45.5,1.6,1.6
1.698,45.5,1.6,1.6
1.704,45.5,1.6,1.6
1.71,45.5,1.6,1.6
1.716,45.5,1.6,1.6
1.722,45.5,1.6,1.6
1.728,45.5,1.6,1.6
1.734,45.5,1.6,1.6
1.74,45.5,1.6,1.6
1.746,45.5,1.6,1.6
1.752,45.5,1.6,1.6
1.758,45.5,1.6,1.6
1.764,45.5,1.6,1.6
1.77,45.5,1.6,1.6
1.776,45.5,1.6,1.6
1.782,45.5,1.6,1.6
1.788,45.5,1.6,1.6
1.794,45.5,1.6,1.6
1.8,45.5,1.6,1.6
1.806,45.5,1.6,1.6
1.812,45.5,1.6,1.6
1.818,45.5,1.6,1.6
1.824,45.5,1.6,1.6
1.83,45.5,1.6,1.6
1.836,45.5,1.6,1.6
1.842,45.5,1.6,1.6
1.848,45.5,1.6,1.6
1.854,45.5,1.6,1.6
1.86,45.5,1.6,1.6
1.866,45.5,1.6,1.6
1.872,45.5,1.6,1.6
1.878,45.5,1.6,1.6
1.884,45.5,1.6,1.6
1.89,45.5,1.6,1.6
1.896,45.5,1.6,1.6
1.902,45.5,1.6,1.6
1.908,45.5,1.6,1.6
1.914,45.5,1.6,1.6
1.92,45.5,1.6,1.6
1.926,45.5,1.6,1.6
1.932,45.5,1.6,1.6
1.938,45.5,1.6,1.6
1.944,45.5,1.6,1.6
1.95,45.5,1.6,1.6
1.956,45.5,1.6,1.6
1.962,45.5,1.6,1.6
1.968,45.5,1.6,1.6
1.974,45.5,1.6,1.6
1.98,45.5,1.6,1.6
1.986,45.5,1.6,1.6
1.992,45.5,1.6,1.6
1.998,45.5,1.6,1.6
2.004,45.5,1.6,1.6
2.01,45.5,1.6,1.6
2.016,45.5,1.6,1.6
2.022,45.5,1.6,1.6
2.028,45.5,1.6,1.6
2.034,45.5,1.6,1.6
2.04,45.5,1.6,1.6
2.046,45.5,1.6,1.6
2.052,45.5,1.6,1.6
2.058,45.5,1.6,1.6
2.064,45.5,1.6,1.6
2.07,45.5,1.6,1.6
2.076,45.5,1.6,1.6
2.082,45.5,1.6,1.6
2.088,45.5,1.6,1.6
2.094,45.5,1.6,1.6
2.1,45.5,1.6,1.6
2.106,45.5,1.6,1.6
2.112,45.5,1.6,1.6
2.118,45.5,1.6,1.6
2.124,45.5,1.6,1.6
2.13,45.5,1.6,1.6
2.136,45.5,1.6,1.6
2.142,45.5,1.6,1.6
2.148,45.5,1.6,1.6
2.154,45.5,1.6,1.6
2.16,45.5,1.6,1.6
2.166,45.5,1.6,1.6
2.172,45.5,1.6,1.6
2.178,45.5,1.6,1.6
2.184,45.5,1.6,1.6
2.19,45.5,1.6,1.6
2.196,45.5,1.6,1.6
2.202,45.5,1.6,1.6
2.208,45.5,1.6,1.6
2.214,45.5,1.6,1.6
2.22,45.5,1.6,1.6
2.226,45.5,1.6,1.6
2.232,45.5,1.6,1.6
2.238,45.5,1.6,1.6
2.244,45.5,1.6,1.6
2.25,45.5,1.6,1.6
2.256,45.5,1.6,1.6
2.262,45.5,1.6,1.6
2.268,45.5,1.6,1.6
2.274,45.5,1.6,1.6
2.28,45.5,1.6,1.6
2.286,45.5,1.6,1.6
2.292,45.5,1.6,1.6
2.298,45.5,1.6,1.6
2.304,45.5,1.6,1.6
2.31,45.5,1.6,1.6
2.316,45.5,1.6,1.6
2.322,45.5,1.6,1.6
2.328,45.5,1.6,1.6
2.334,45.5,1.6,1.6
2.34,45.5,1.6,1.6
2.346,45.5,1.6,1.6
2.352,45.5,1.6,1.6
2.358,45.5,1.6,1.6
2.364,45.5,1.6,1.6
2.37,45.5,1.6,1.6
2.376,45.5,1.6,1.6
2.382,45.5,1.6,1.6
2.388,45.5,1.6,1.6
2.394,45.5,1.6,1.6
2.4,45.5,1.6,1.6
