"Time","mmgs"
3.72,1.21368
3.726,1.23444
3.732,1.2326
3.738,1.22955
3.744,1.21826
3.75,1.22681
3.756,1.22314
3.762,1.22681
3.768,1.22742
3.774,1.2442
3.78,1.23291
3.786,1.2262
3.792,1.23108
3.798,1.23535
3.804,1.22131
3.81,1.20544
3.816,1.21704
3.822,1.23138
3.828,1.23505
3.834,1.22833
3.84,1.22894
3.846,1.21613
3.852,1.22894
3.858,1.24237
3.864,1.23077
3.87,1.22498
3.876,1.21857
3.882,1.2146
3.888,1.24939
3.894,1.2384
3.9,1.23444
3.906,1.23535
3.912,1.22955
3.918,1.23474
3.924,1.23169
3.93,1.21826
3.936,1.20819
3.942,1.22314
3.948,1.24329
3.954,1.22772
3.96,1.21338
3.966,1.22986
3.972,1.21857
3.978,1.22803
3.984,1.2326
3.99,1.22742
3.996,1.23047
4.002,1.23199
4.008,1.23016
4.014,1.21216
4.02,1.21399
4.026,1.22803
4.032,1.23505
4.038,1.23138
4.044,1.24481
4.05,1.23413
4.056,1.20972
4.062,1.22162
4.068,1.23047
4.074,1.23718
4.08,1.23505
4.086,1.21307
4.092,1.22131
4.098,1.21399
4.104,1.21399
4.11,1.24115
4.116,1.2381
4.122,1.23413
4.128,1.21521
4.134,1.20605
4.14,1.21216
4.146,1.23535
4.152,1.2262
4.158,1.22772
4.164,1.21918
4.17,1.22101
4.176,1.21979
4.182,1.22559
4.188,1.23566
4.194,1.23383
4.2,1.23169
4.206,1.23199
4.212,1.23169
4.218,1.22955
4.224,1.23108
4.23,1.2149
4.236,1.21979
4.242,1.21552
4.248,1.23138
4.254,1.24023
4.26,1.22375
4.266,1.21002
4.272,1.22253
4.278,1.22437
4.284,1.24115
4.29,1.23383
4.296,1.23657
4.302,1.22131
4.308,1.2088
4.314,1.22314
4.32,1.22314
4.326,1.22345
4.332,1.2384
4.338,1.25153
4.344,1.22467
4.35,1.22192
4.356,1.21796
4.362,1.21094
4.368,1.23932
4.374,1.25732
4.38,1.26221
4.386,1.21643
4.392,1.20514
4.398,1.2265
4.404,1.21796
4.41,1.21613
4.416,1.23383
4.422,1.23901
4.428,1.24664
4.434,1.24542
4.44,1.23077
4.446,1.21063
4.452,1.21918
4.458,1.22894
4.464,1.23688
4.47,1.23108
4.476,1.22589
4.482,1.23505
4.488,1.22375
4.494,1.21368
4.5,1.23383
4.506,1.22955
4.512,1.23596
4.518,1.21918
4.524,1.21094
4.53,1.1972
4.536,1.21826
4.542,1.2204
4.548,1.23566
4.554,1.23749
4.56,1.2442
4.566,1.21826
4.572,1.22284
4.578,1.21521
4.584,1.26831
4.59,1.25946
4.596,1.23627
4.602,1.24573
4.608,1.22986
4.614,1.21124
4.62,1.22498
4.626,1.21429
4.632,1.26068
4.638,1.24115
4.644,1.24908
4.65,1.22406
4.656,1.19019
4.662,1.22711
4.668,1.23596
4.674,1.23383
4.68,1.25061
4.686,1.24054
4.692,1.21704
4.698,1.26801
4.704,1.17188
4.71,1.21826
4.716,1.2323
4.722,1.22681
4.728,1.28662
4.734,1.21643
4.74,1.21338
4.746,1.21735
4.752,1.23688
4.758,1.23962
4.764,1.23871
4.77,1.24268
4.776,1.22192
4.782,1.21246
4.788,1.22345
4.794,1.22406
4.8,1.23932
4.806,1.25122
4.812,1.24329
4.818,1.24176
4.824,1.20972
4.83,1.21887
4.836,1.21216
4.842,1.21948
4.848,1.21613
4.854,1.23474
4.86,1.22894
4.866,1.22589
4.872,1.21399
4.878,1.23047
4.884,1.25122
4.89,1.2439
4.896,1.23322
4.902,1.21765
4.908,1.21307
4.914,1.22711
4.92,1.22192
4.926,1.23657
4.932,1.24969
4.938,1.22955
4.944,1.22528
4.95,1.20911
4.956,1.21338
4.962,1.21338
4.968,1.22559
4.974,1.24451
4.98,1.24481
4.986,1.23718
4.992,1.23413
4.998,1.20667
5.004,1.20789
5.01,1.22345
5.016,1.22742
5.022,1.23962
5.028,1.23627
5.034,1.2442
5.04,1.20697
5.046,1.19171
5.052,1.21216
5.058,1.23169
5.064,1.23383
5.07,1.23077
5.076,1.203
5.082,1.20361
5.088,1.2381
5.094,1.23535
5.1,1.2561
5.106,1.23932
5.112,1.24146
5.118,1.23291
5.124,1.22192
5.13,1.21735
5.136,1.2384
5.142,1.21246
5.148,1.23596
5.154,1.23749
5.16,1.23383
5.166,1.20544
5.172,1.19293
5.178,1.21246
5.184,1.23627
5.19,1.24054
5.196,1.23108
5.202,1.23108
5.208,1.23505
5.214,1.23413
5.22,1.25031
5.226,1.22467
5.232,1.16119
5.238,1.40961
5.244,1.24481
5.25,1.20056
5.256,1.19568
5.262,1.2262
5.268,1.23291
5.274,1.24115
5.28,1.24969
5.286,1.23138
5.292,1.21338
5.298,1.21338
5.304,1.22467
5.31,1.24969
5.316,1.25519
5.322,1.23047
5.328,1.22223
5.334,1.21185
5.34,1.20697
5.346,1.22131
5.352,1.23871
5.358,1.23077
5.364,1.22711
5.37,1.25336
5.376,1.23444
5.382,1.23108
5.388,1.22131
5.394,1.20483
5.4,1.23505
5.406,1.22803
5.412,1.21246
5.418,1.20178
5.424,1.20026
5.43,1.24084
5.436,1.25793
5.442,1.24329
5.448,1.23627
5.454,1.22467
5.46,1.22681
5.466,1.22162
5.472,1.22864
5.478,1.22101
5.484,1.23932
5.49,1.23688
5.496,1.22345
5.502,1.22009
5.508,1.21765
5.514,1.20514
5.52,1.203
5.526,1.23962
5.532,1.20331
5.538,1.2149
5.544,1.19324
5.55,1.22375
5.556,1.24298
5.562,1.24939
5.568,1.2674
5.574,1.23505
5.58,1.20209
5.586,1.21613
5.592,1.21826
5.598,1.22803
5.604,1.23108
5.61,1.25275
5.616,1.24939
5.622,1.22345
5.628,1.21643
5.634,1.22406
5.64,1.22864
5.646,1.23779
5.652,1.23322
5.658,1.21124
5.664,1.20544
5.67,1.2088
5.676,1.21887
5.682,1.23413
5.688,1.2265
5.694,1.22192
5.7,1.22589
5.706,1.24146
5.712,1.22772
5.718,1.20056
5.724,1.22742
5.73,1.23749
5.736,1.26434
5.742,1.23322
5.748,1.21307
5.754,1.2207
5.76,1.22284
5.766,1.24023
5.772,1.24542
5.778,1.23566
5.784,1.22833
5.79,1.2207
5.796,1.22559
5.802,1.21368
5.808,1.21796
5.814,1.21613
5.82,1.24084
5.826,1.23657
5.832,1.24542
5.838,1.21613
5.844,1.21429
5.85,1.2204
5.856,1.22131
5.862,1.21521
5.868,1.21765
5.874,1.23901
5.88,1.23444
5.886,1.22101
5.892,1.2326
5.898,1.23657
5.904,1.24115
5.91,1.24084
5.916,1.24084
5.922,1.22131
5.928,1.21735
5.934,1.2149
5.94,1.2381
5.946,1.23474
5.952,1.24146
5.958,1.24725
5.964,1.21521
5.97,1.21368
5.976,1.22406
5.982,1.21735
5.988,1.21277
5.994,1.21277
6,1.23199
6.006,1.22803
6.012,1.22375
6.018,1.23383
6.024,1.22803
6.03,1.2442
6.036,1.25641
6.042,1.24084
6.048,1.22681
6.054,1.21246
6.06,1.2149
6.066,1.23566
6.072,1.23322
6.078,1.24054
6.084,1.2265
6.09,1.2149
6.096,1.23901
6.102,1.23688
6.108,1.21796
6.114,1.22131
6.12,1.22833
6.126,1.23993
6.132,1.23596
6.138,1.23047
6.144,1.21063
6.15,1.20209
6.156,1.22955
6.162,1.2323
6.168,1.20697
6.174,1.22314
6.18,1.23383
6.186,1.23627
6.192,1.22101
6.198,1.22375
6.204,1.23779
6.21,1.24146
6.216,1.23505
6.222,1.23291
6.228,1.2323
6.234,1.21796
6.24,1.24084
6.246,1.23901
6.252,1.25183
6.258,1.22437
6.264,1.21094
6.27,1.23779
6.276,1.23352
6.282,1.22162
6.288,1.21796
6.294,1.21094
6.3,1.21429
6.306,1.22498
6.312,1.22528
6.318,1.22864
6.324,1.22314
6.33,1.2204
6.336,1.22681
6.342,1.22925
6.348,1.23199
6.354,1.23199
6.36,1.23444
6.366,1.23199
6.372,1.22803
6.378,1.2265
6.384,1.2326
6.39,1.20636
6.396,1.22864
6.402,1.23932
6.408,1.2381
6.414,1.23108
6.42,1.22864
6.426,1.21521
6.432,1.21765
6.438,1.2207
6.444,1.23688
6.45,1.23322
6.456,1.2204
6.462,1.2326
6.468,1.22528
6.474,1.2204
6.48,1.22375
6.486,1.21582
6.492,1.24512
6.498,1.23383
6.504,1.22467
6.51,1.22681
6.516,1.24786
6.522,1.23016
6.528,1.23566
6.534,1.21918
6.54,1.23291
6.546,1.24329
6.552,1.23016
6.558,1.24023
6.564,1.22406
6.57,1.21307
6.576,1.24451
6.582,1.24969
6.588,1.24329
6.594,1.21948
6.6,1.22284
6.606,1.24054
6.612,1.20972
6.618,1.22284
6.624,1.21735
6.63,1.22711
6.636,1.23413
6.642,1.22437
6.648,1.23322
6.654,1.22345
6.66,1.19873
6.666,1.22681
6.672,1.25366
6.678,1.23444
6.684,1.22528
6.69,1.22162
6.696,1.22162
6.702,1.20605
6.708,1.23016
6.714,1.22528
6.72,1.23291
6.726,1.22284
6.732,1.23718
6.738,1.23322
6.744,1.21613
6.75,1.21857
6.756,1.22345
6.762,1.25061
6.768,1.24725
6.774,1.23901
6.78,1.22009
6.786,1.20605
6.792,1.19598
6.798,1.23352
6.804,1.23383
6.81,1.23077
6.816,1.20911
6.822,1.21429
6.828,1.22192
6.834,1.23932
6.84,1.22833
6.846,1.23444
6.852,1.25092
6.858,1.24451
6.864,1.22131
6.87,1.20361
6.876,1.19598
6.882,1.22437
6.888,1.23505
6.894,1.24573
6.9,1.24298
6.906,1.2088
6.912,1.2088
6.918,1.22192
6.924,1.23993
6.93,1.23627
6.936,1.23169
6.942,1.24084
6.948,1.23413
6.954,1.203
6.96,1.20056
6.966,1.20422
6.972,1.23932
6.978,1.25092
6.984,1.23627
6.99,1.22498
6.996,1.20239
7.002,1.22925
7.008,1.24298
7.014,1.24115
7.02,1.24451
7.026,1.25641
7.032,1.22559
7.038,1.22314
7.044,1.2149
7.05,1.20514
7.056,1.22681
7.062,1.25244
7.068,1.20819
7.074,1.20697
7.08,1.19568
7.086,1.23413
7.092,1.23383
7.098,1.24207
7.104,1.2442
7.11,1.24695
7.116,1.20636
7.122,1.22131
7.128,1.22009
7.134,1.21704
7.14,1.21063
7.146,1.25885
7.152,1.23657
7.158,1.24054
7.164,1.22101
7.17,1.23901
7.176,1.21704
7.182,1.21399
7.188,1.24969
7.194,1.24512
7.2,1.22498
7.206,1.2323
7.212,1.20911
7.218,1.23199
7.224,1.22894
7.23,1.23871
7.236,1.22284
7.242,1.20789
7.248,1.24695
7.254,1.19995
7.26,1.21948
7.266,1.2265
7.272,1.2439
7.278,1.23413
7.284,1.26129
7.29,1.23749
7.296,1.22284
7.302,1.21399
7.308,1.24512
7.314,1.2442
7.32,1.22894
7.326,1.22314
7.332,1.18683
7.338,1.20758
7.344,1.24023
7.35,1.2381
7.356,1.23322
7.362,1.21674
7.368,1.23535
7.374,1.21002
7.38,1.18713
7.386,1.19629
7.392,1.22833
7.398,1.23688
7.404,1.22681
7.41,1.23596
7.416,1.24969
7.422,1.20636
7.428,1.22406
7.434,1.2384
7.44,1.2381
7.446,1.24207
7.452,1.23199
7.458,1.22864
7.464,1.23383
7.47,1.22711
7.476,1.2204
7.482,1.23749
7.488,1.25427
7.494,1.23047
7.5,1.21307
7.506,1.20605
7.512,1.20087
7.518,1.21979
7.524,1.22833
7.53,1.24634
7.536,1.22192
7.542,1.22101
7.548,1.20911
7.554,1.21063
7.56,1.22742
7.566,1.23871
7.572,1.24725
7.578,1.22711
7.584,1.23352
7.59,1.23993
7.596,1.22375
7.602,1.22742
7.608,1.23932
7.614,1.24817
7.62,1.24786
7.626,1.22528
7.632,1.2384
7.638,1.23169
7.644,1.22345
7.65,1.21887
7.656,1.24329
7.662,1.22345
7.668,1.20575
7.674,1.24207
7.68,1.19385
7.686,1.2384
7.692,1.21643
7.698,1.26312
7.704,1.21307
7.71,1.25427
7.716,1.17371
7.722,1.22864
7.728,1.19049
7.734,1.27136
7.74,1.23383
7.746,1.24542
7.752,1.21216
7.758,1.20697
7.764,1.25946
7.77,1.20148
7.776,1.25183
7.782,1.21368
7.788,1.22375
7.794,1.26343
7.8,1.22345
7.806,1.23993
7.812,1.23108
7.818,1.2207
7.824,1.24878
7.83,1.27106
7.836,1.20422
7.842,1.20087
7.848,1.20819
7.854,1.21307
7.86,1.22437
7.866,1.23291
7.872,1.23077
7.878,1.20941
7.884,1.20148
7.89,1.23047
7.896,1.20667
7.902,1.25488
7.908,1.20941
7.914,1.2384
7.92,1.25031
7.926,1.24725
7.932,1.22162
7.938,1.24634
7.944,1.24542
7.95,1.23169
7.956,1.23413
7.962,1.21643
7.968,1.21399
7.974,1.19232
7.98,1.23383
7.986,1.21368
7.992,1.24237
7.998,1.28296
8.004,1.22314
8.01,1.25061
8.016,1.22772
8.022,1.20575
8.028,1.24634
8.034,1.22864
8.04,1.22803
8.046,1.22101
8.052,1.20453
8.058,1.22498
8.064,1.21185
8.07,1.21979
8.076,1.24786
8.082,1.22345
8.088,1.25122
8.094,1.22406
8.1,1.22772
8.106,1.24176
8.112,1.20819
8.118,1.23291
8.124,1.22345
8.13,1.22986
8.136,1.22864
8.142,1.2207
8.148,1.22314
8.154,1.25244
8.16,1.19019
8.166,1.586
8.172,1.17126
8.178,1.1853
8.184,1.24664
8.19,1.21735
8.196,1.24237
8.202,1.23657
8.208,1.32385
8.214,1.1853
8.22,1.18134
8.226,1.21613
8.232,1.25092
8.238,1.2561
8.244,1.24695
8.25,1.23474
8.256,1.23535
8.262,1.22864
8.268,1.20758
8.274,1.20514
8.28,1.21368
8.286,1.22833
8.292,1.2439
8.298,1.23962
8.304,1.23718
8.31,1.22803
8.316,1.2149
8.322,1.21704
8.328,1.22192
8.334,1.22284
8.34,1.23383
8.346,1.23413
8.352,1.22406
8.358,1.22864
8.364,1.22284
8.37,1.23016
8.376,1.23779
8.382,1.23566
8.388,1.22894
8.394,1.22375
8.4,1.23444
8.406,1.21643
8.412,1.21399
8.418,1.22131
8.424,1.22253
8.43,1.2381
8.436,1.2326
8.442,1.22711
8.448,1.23138
8.454,1.23749
8.46,1.22925
8.466,1.21552
8.472,1.21857
8.478,1.23688
8.484,1.24725
8.49,1.24451
8.496,1.33453
8.502,1.26038
8.508,1.37207
8.514,1.03363
8.52,1.203
8.526,0.846558
8.532,1.19263
8.538,1.61255
8.544,1.09772
8.55,1.25061
8.556,1.19415
8.562,1.53046
8.568,1.24603
8.574,1.27289
8.58,1.39771
8.586,2.05322
8.592,1.96503
8.598,0.959167
8.604,1.76636
8.61,2.06635
8.616,0.935059
8.622,0.866089
8.628,0.757446
8.634,1.29303
8.64,1.57013
8.646,1.66748
8.652,1.5741
8.658,1.42822
8.664,1.32263
8.67,1.28265
8.676,1.22437
8.682,1.18622
8.688,1.22314
8.694,1.25916
8.7,1.28082
8.706,1.21521
8.712,1.12427
8.718,1.09955
8.724,1.1615
8.73,1.17432
8.736,1.2326
8.742,1.41388
8.748,1.41632
8.754,1.23077
8.76,1.12183
8.766,1.12244
8.772,1.15417
8.778,1.20483
8.784,1.21887
8.79,1.22375
8.796,1.27625
8.802,1.25793
8.808,1.30737
8.814,1.26343
8.82,1.21307
8.826,1.25885
8.832,1.25977
8.838,1.22009
8.844,1.20361
8.85,1.19995
8.856,1.23749
8.862,1.24146
8.868,1.22437
8.874,1.22803
8.88,1.22437
8.886,1.2558
8.892,1.17126
8.898,1.33514
8.904,1.37299
8.91,1.28143
8.916,1.22925
8.922,1.20941
8.928,1.19293
8.934,1.21826
8.94,1.18286
8.946,1.18469
8.952,1.21185
8.958,1.21277
8.964,1.21552
8.97,1.22467
8.976,1.2265
8.982,1.20605
8.988,1.18347
8.994,1.21948
9,1.22925
9.006,1.19476
9.012,1.28235
9.018,1.26251
9.024,1.29791
9.03,1.21063
9.036,1.31897
9.042,1.13983
9.048,1.24603
9.054,1.24847
9.06,1.13373
9.066,1.1853
9.072,1.2442
9.078,1.28784
9.084,1.38702
9.09,1.28632
9.096,1.15387
9.102,1.04248
9.108,1.26831
9.114,1.21124
9.12,1.30188
9.126,1.18805
9.132,1.17737
9.138,1.00372
9.144,1.19049
9.15,1.43188
9.156,1.14014
9.162,1.10077
9.168,1.29822
9.174,1.26129
9.18,1.1853
9.186,0.950928
9.192,1.23474
9.198,2.40082
9.204,2.1756
9.21,1.26099
9.216,1.29089
9.222,1.33759
9.228,1.26709
9.234,1.21735
9.24,1.26862
9.246,1.32172
9.252,1.2851
9.258,1.26678
9.264,1.24176
9.27,1.22467
9.276,1.23779
9.282,1.20514
9.288,1.20026
9.294,1.24176
9.3,1.22681
9.306,1.20453
9.312,1.19385
9.318,1.20239
9.324,1.22223
9.33,1.25641
9.336,1.25946
9.342,1.22742
9.348,1.2381
9.354,1.22101
9.36,1.22375
9.366,1.28021
9.372,1.38977
9.378,1.19354
9.384,1.19873
9.39,1.18774
9.396,1.2381
9.402,1.24176
9.408,1.24298
9.414,1.19751
9.42,1.20911
9.426,1.1972
9.432,1.15814
9.438,1.17798
9.444,1.20392
9.45,1.28052
9.456,1.30859
9.462,1.22864
9.468,1.25397
9.474,1.09955
9.48,1.11816
9.486,1.03851
9.492,1.23169
9.498,1.26068
9.504,1.39374
9.51,1.06354
9.516,1.06628
9.522,1.2793
9.528,1.38672
9.534,1.29852
9.54,1.10931
9.546,1.40198
9.552,1.3031
9.558,1.29913
9.564,1.37146
9.57,1.19934
9.576,1.24359
9.582,1.15723
9.588,1.25854
9.594,1.20361
9.6,1.13892
9.606,1.09833
9.612,1.16486
9.618,1.1145
9.624,1.17035
9.63,1.21796
9.636,1.25946
9.642,1.22467
9.648,1.31714
9.654,1.25366
9.66,1.2381
9.666,1.23871
9.672,1.22986
9.678,1.24359
9.684,1.2439
9.69,1.24115
9.696,1.22437
9.702,1.2146
9.708,1.22314
9.714,1.20422
9.72,1.19843
9.726,1.19812
9.732,1.2326
9.738,1.27472
9.744,1.23901
9.75,1.26648
9.756,1.30951
9.762,1.18317
9.768,1.20026
9.774,1.15875
9.78,1.11786
9.786,1.24268
9.792,1.37665
9.798,1.03973
9.804,1.12976
9.81,1.42212
9.816,1.40564
9.822,1.26892
9.828,1.15295
9.834,1.09589
9.84,1.15509
9.846,1.16547
9.852,1.1853
9.858,1.25366
9.864,1.27625
9.87,1.31897
